# y+ ()       
# Time        	patch         	min           	max           	average       
300           	collector_int	7.143540e+00	6.375859e+02	1.314932e+02
300           	collector_ext	1.934004e-01	6.699457e+01	9.551192e+00
300           	diffuser_int	4.208386e+00	3.117734e+02	9.321735e+01
300           	diffuser_ext	3.454272e-02	5.639024e+01	4.770516e+00
310           	nozzle_int	1.595872e-01	8.877610e+02	3.092824e+01
310           	nozzle_ext	4.171949e-03	9.346697e+01	1.302573e+00
310           	collector_int	7.139793e+00	6.376336e+02	1.315010e+02
310           	collector_ext	2.173898e-01	6.699408e+01	9.550778e+00
310           	diffuser_int	3.876719e+00	3.118075e+02	9.323972e+01
310           	diffuser_ext	5.745740e-03	5.639094e+01	4.769302e+00
320           	nozzle_int	1.600338e-01	8.877666e+02	3.092886e+01
320           	nozzle_ext	1.839141e-03	9.346747e+01	1.304247e+00
320           	collector_int	7.135266e+00	6.376400e+02	1.315082e+02
320           	collector_ext	2.005284e-01	6.699438e+01	9.549771e+00
320           	diffuser_int	4.211974e+00	3.118137e+02	9.325880e+01
320           	diffuser_ext	4.507477e-02	5.639082e+01	4.768452e+00
330           	nozzle_int	1.604836e-01	8.877723e+02	3.092926e+01
330           	nozzle_ext	5.094283e-03	9.346792e+01	1.305976e+00
330           	collector_int	7.131466e+00	6.376169e+02	1.315158e+02
330           	collector_ext	2.348523e-01	6.699649e+01	9.549133e+00
330           	diffuser_int	3.797740e+00	3.118269e+02	9.327055e+01
330           	diffuser_ext	2.757062e-02	5.639379e+01	4.767721e+00
340           	nozzle_int	1.609480e-01	8.877777e+02	3.092967e+01
340           	nozzle_ext	4.303318e-03	9.346847e+01	1.308117e+00
340           	collector_int	7.128057e+00	6.375647e+02	1.315244e+02
340           	collector_ext	2.343056e-01	6.699892e+01	9.548775e+00
340           	diffuser_int	4.251493e+00	3.118353e+02	9.327464e+01
340           	diffuser_ext	3.349013e-02	5.639659e+01	4.766977e+00
350           	nozzle_int	1.614304e-01	8.877829e+02	3.093041e+01
350           	nozzle_ext	4.093023e-03	9.346911e+01	1.310212e+00
350           	collector_int	7.124933e+00	6.374864e+02	1.315333e+02
350           	collector_ext	7.060646e-02	6.700279e+01	9.548618e+00
350           	diffuser_int	4.260809e+00	3.118586e+02	9.327360e+01
350           	diffuser_ext	6.177079e-02	5.639985e+01	4.765838e+00
360           	nozzle_int	1.619004e-01	8.877876e+02	3.093079e+01
360           	nozzle_ext	2.068133e-03	9.346974e+01	1.312317e+00
360           	collector_int	7.121863e+00	6.373893e+02	1.315424e+02
360           	collector_ext	6.223902e-02	6.700749e+01	9.548512e+00
360           	diffuser_int	4.269104e+00	3.119010e+02	9.327106e+01
360           	diffuser_ext	6.260954e-02	5.640434e+01	4.764174e+00
370           	nozzle_int	1.623857e-01	8.877907e+02	3.093141e+01
370           	nozzle_ext	3.794088e-03	9.347043e+01	1.314754e+00
370           	collector_int	7.119610e+00	6.372773e+02	1.315531e+02
370           	collector_ext	1.792596e-01	6.701343e+01	9.548652e+00
370           	diffuser_int	4.274463e+00	3.119638e+02	9.326752e+01
370           	diffuser_ext	2.990292e-02	5.640949e+01	4.761940e+00
380           	nozzle_int	1.628771e-01	8.877934e+02	3.093211e+01
380           	nozzle_ext	1.890729e-03	9.347111e+01	1.317110e+00
380           	collector_int	7.117692e+00	6.371578e+02	1.315652e+02
380           	collector_ext	8.666057e-02	6.701949e+01	9.548226e+00
380           	diffuser_int	4.283144e+00	3.120460e+02	9.326292e+01
380           	diffuser_ext	2.285627e-02	5.641487e+01	4.759292e+00
390           	nozzle_int	1.633666e-01	8.877961e+02	3.093269e+01
390           	nozzle_ext	2.813125e-03	9.347174e+01	1.319585e+00
390           	collector_int	7.116053e+00	6.370366e+02	1.315783e+02
390           	collector_ext	8.925524e-02	6.702622e+01	9.548382e+00
390           	diffuser_int	4.278154e+00	3.121590e+02	9.325737e+01
390           	diffuser_ext	4.647195e-02	5.642064e+01	4.756357e+00
400           	nozzle_int	1.638744e-01	8.877986e+02	3.093324e+01
400           	nozzle_ext	3.424437e-03	9.347251e+01	1.322309e+00
400           	collector_int	7.113946e+00	6.369096e+02	1.315919e+02
400           	collector_ext	1.635530e-02	6.703335e+01	9.548413e+00
400           	diffuser_int	4.261622e+00	3.123000e+02	9.325172e+01
400           	diffuser_ext	1.951164e-02	5.642694e+01	4.753289e+00
410           	nozzle_int	1.643950e-01	8.878010e+02	3.093409e+01
410           	nozzle_ext	1.189389e-03	9.347328e+01	1.324994e+00
410           	collector_int	7.111304e+00	6.367773e+02	1.316062e+02
410           	collector_ext	8.188011e-02	6.704086e+01	9.548677e+00
410           	diffuser_int	4.241813e+00	3.124611e+02	9.324615e+01
410           	diffuser_ext	1.962848e-02	5.643362e+01	4.750494e+00
420           	nozzle_int	1.649208e-01	8.878033e+02	3.093461e+01
420           	nozzle_ext	5.844918e-03	9.347397e+01	1.327806e+00
420           	collector_int	7.109325e+00	6.366479e+02	1.316219e+02
420           	collector_ext	1.113482e-01	6.704896e+01	9.548569e+00
420           	diffuser_int	4.220988e+00	3.126374e+02	9.324072e+01
420           	diffuser_ext	1.678270e-02	5.644080e+01	4.747592e+00
430           	nozzle_int	1.654644e-01	8.878048e+02	3.093536e+01
430           	nozzle_ext	6.126999e-03	9.347470e+01	1.330823e+00
430           	collector_int	7.106659e+00	6.365143e+02	1.316379e+02
430           	collector_ext	1.333642e-01	6.705693e+01	9.548300e+00
430           	diffuser_int	4.201314e+00	3.128254e+02	9.323518e+01
430           	diffuser_ext	3.606915e-02	5.644817e+01	4.744710e+00
440           	nozzle_int	1.660253e-01	8.878057e+02	3.093616e+01
440           	nozzle_ext	3.892451e-03	9.347542e+01	1.333911e+00
440           	collector_int	7.103462e+00	6.363739e+02	1.316537e+02
440           	collector_ext	1.527377e-01	6.706532e+01	9.548208e+00
440           	diffuser_int	4.178060e+00	3.130224e+02	9.322943e+01
440           	diffuser_ext	1.288526e-02	5.645591e+01	4.741701e+00
450           	nozzle_int	1.666030e-01	8.878064e+02	3.093687e+01
450           	nozzle_ext	4.802273e-03	9.347618e+01	1.337038e+00
450           	collector_int	7.099513e+00	6.362272e+02	1.316694e+02
450           	collector_ext	1.727292e-01	6.707375e+01	9.548584e+00
450           	diffuser_int	4.149613e+00	3.132287e+02	9.322360e+01
450           	diffuser_ext	1.406626e-02	5.646357e+01	4.738712e+00
460           	nozzle_int	1.672021e-01	8.878085e+02	3.093753e+01
460           	nozzle_ext	4.686419e-03	9.347694e+01	1.340449e+00
460           	collector_int	7.095827e+00	6.360740e+02	1.316860e+02
460           	collector_ext	1.926574e-01	6.708244e+01	9.548645e+00
460           	diffuser_int	4.118062e+00	3.134470e+02	9.321772e+01
460           	diffuser_ext	5.354248e-03	5.647095e+01	4.735694e+00
470           	nozzle_int	1.678187e-01	8.878094e+02	3.093856e+01
470           	nozzle_ext	3.957338e-03	9.347756e+01	1.343804e+00
470           	collector_int	7.092278e+00	6.359153e+02	1.317026e+02
470           	collector_ext	1.826366e-01	6.709128e+01	9.549010e+00
470           	diffuser_int	4.084094e+00	3.136772e+02	9.321166e+01
470           	diffuser_ext	1.809509e-02	5.647824e+01	4.732958e+00
480           	nozzle_int	1.684633e-01	8.878093e+02	3.093921e+01
480           	nozzle_ext	3.546896e-03	9.347824e+01	1.347282e+00
480           	collector_int	7.088238e+00	6.357448e+02	1.317184e+02
480           	collector_ext	2.145566e-01	6.710023e+01	9.549224e+00
480           	diffuser_int	4.046983e+00	3.139128e+02	9.320535e+01
480           	diffuser_ext	2.619049e-02	5.648554e+01	4.730576e+00
490           	nozzle_int	1.691338e-01	8.878021e+02	3.094001e+01
490           	nozzle_ext	2.484916e-03	9.347896e+01	1.351092e+00
490           	collector_int	7.083530e+00	6.355680e+02	1.317335e+02
490           	collector_ext	2.053122e-01	6.710931e+01	9.549138e+00
490           	diffuser_int	4.007772e+00	3.141489e+02	9.319874e+01
490           	diffuser_ext	1.731765e-02	5.649227e+01	4.728250e+00
500           	nozzle_int	1.698293e-01	8.878062e+02	3.094091e+01
500           	nozzle_ext	2.043070e-03	9.347956e+01	1.354862e+00
500           	collector_int	7.079293e+00	6.353784e+02	1.317490e+02
500           	collector_ext	1.636428e-01	6.711890e+01	9.549995e+00
500           	diffuser_int	3.969887e+00	3.143824e+02	9.319178e+01
500           	diffuser_ext	2.994385e-02	5.649834e+01	4.726208e+00
