Time,Ux,Uy,Uz,p
1,1.00E+00,1.00E+00,1.00E+00,1.00E+00
2,5.71E-02,1.55E-01,1.54E-01,5.14E-03
3,4.37E-01,3.65E-01,3.44E-01,1.65E-05
4,2.49E-01,2.04E-01,2.02E-01,1.76E-05
5,5.10E-02,9.30E-02,9.07E-02,7.79E-04
6,2.27E-01,1.48E-01,1.35E-01,2.86E-05
7,2.00E-01,1.53E-01,1.52E-01,2.92E-05
8,6.43E-02,8.71E-02,8.62E-02,2.37E-02
9,1.44E-01,1.05E-01,9.52E-02,3.17E-05
10,8.82E-02,8.65E-02,8.43E-02,3.54E-05
11,3.99E-02,6.23E-02,6.09E-02,2.00E-03
12,7.87E-02,7.44E-02,6.61E-02,5.59E-05
13,5.49E-02,6.83E-02,6.41E-02,6.26E-05
14,3.52E-02,5.63E-02,5.41E-02,4.05E-04
15,5.12E-02,6.01E-02,5.70E-02,6.08E-05
16,3.43E-02,5.89E-02,5.54E-02,6.57E-05
17,2.60E-02,5.14E-02,4.94E-02,7.29E-04
18,3.41E-02,4.91E-02,4.67E-02,1.23E-04
19,2.69E-02,5.01E-02,4.78E-02,1.53E-04
20,2.20E-02,4.95E-02,4.83E-02,2.75E-04
21,2.45E-02,5.09E-02,4.85E-02,7.47E-05
22,2.23E-02,5.06E-02,4.75E-02,8.81E-05
23,1.95E-02,4.75E-02,4.48E-02,3.63E-04
24,2.03E-02,4.72E-02,4.36E-02,2.58E-03
25,1.93E-02,4.90E-02,4.52E-02,1.31E-02
26,1.77E-02,4.97E-02,4.55E-02,6.78E-04
27,1.78E-02,4.96E-02,4.50E-02,4.00E-04
28,1.85E-02,4.90E-02,4.41E-02,4.25E-04
29,1.75E-02,4.90E-02,4.36E-02,6.36E-04
30,1.72E-02,4.98E-02,4.42E-02,1.18E-03
31,1.72E-02,5.09E-02,4.54E-02,1.31E-03
32,1.68E-02,5.13E-02,4.56E-02,8.85E-04
33,1.65E-02,5.13E-02,4.51E-02,6.09E-04
34,1.67E-02,5.16E-02,4.52E-02,5.34E-04
35,1.65E-02,5.23E-02,4.63E-02,5.83E-04
36,1.62E-02,5.29E-02,4.68E-02,6.70E-04
37,1.61E-02,5.34E-02,4.68E-02,7.38E-04
38,1.61E-02,5.36E-02,4.69E-02,7.07E-04
39,1.60E-02,5.41E-02,4.74E-02,6.12E-04
40,1.58E-02,5.47E-02,4.82E-02,5.20E-04
41,1.56E-02,5.48E-02,4.86E-02,5.01E-04
42,1.55E-02,5.55E-02,4.88E-02,4.87E-04
43,1.56E-02,5.59E-02,4.90E-02,4.72E-04
44,1.56E-02,5.68E-02,4.97E-02,4.68E-04
45,1.56E-02,5.75E-02,5.04E-02,4.76E-04
46,1.55E-02,5.82E-02,5.08E-02,4.64E-04
47,1.55E-02,5.89E-02,5.13E-02,4.48E-04
48,1.55E-02,5.96E-02,5.21E-02,4.25E-04
49,1.56E-02,5.99E-02,5.29E-02,4.00E-04
50,1.57E-02,6.10E-02,5.37E-02,3.86E-04
51,1.58E-02,6.27E-02,5.45E-02,3.79E-04
52,1.58E-02,6.34E-02,5.55E-02,3.82E-04
53,1.59E-02,6.44E-02,5.67E-02,3.85E-04
54,1.60E-02,6.55E-02,5.78E-02,3.84E-04
55,1.61E-02,6.67E-02,5.89E-02,3.78E-04
56,1.61E-02,6.82E-02,5.99E-02,3.84E-04
57,1.61E-02,6.90E-02,6.11E-02,3.89E-04
58,1.61E-02,7.01E-02,6.23E-02,3.93E-04
59,1.62E-02,7.14E-02,6.35E-02,3.81E-04
60,1.63E-02,7.22E-02,6.45E-02,3.72E-04
61,1.64E-02,7.26E-02,6.52E-02,3.66E-04
62,1.64E-02,7.32E-02,6.57E-02,3.58E-04
63,1.64E-02,7.34E-02,6.56E-02,3.49E-04
64,1.63E-02,7.30E-02,6.51E-02,3.40E-04
65,1.63E-02,7.24E-02,6.44E-02,3.30E-04
66,1.62E-02,7.14E-02,6.36E-02,3.23E-04
67,1.59E-02,7.05E-02,6.28E-02,3.19E-04
68,1.57E-02,6.99E-02,6.20E-02,3.19E-04
69,1.54E-02,6.92E-02,6.11E-02,3.05E-04
70,1.51E-02,6.86E-02,6.01E-02,2.91E-04
71,1.47E-02,6.80E-02,5.91E-02,2.75E-04
72,1.43E-02,6.74E-02,5.80E-02,2.58E-04
73,1.39E-02,6.68E-02,5.68E-02,2.43E-04
74,1.36E-02,6.64E-02,5.58E-02,2.29E-04
75,1.32E-02,6.59E-02,5.49E-02,2.17E-04
76,1.29E-02,6.53E-02,5.39E-02,2.06E-04
77,1.26E-02,6.47E-02,5.30E-02,1.95E-04
78,1.24E-02,6.42E-02,5.22E-02,1.85E-04
79,1.21E-02,6.37E-02,5.16E-02,1.76E-04
80,1.19E-02,6.32E-02,5.11E-02,1.67E-04
81,1.16E-02,6.27E-02,5.05E-02,1.58E-04
82,1.14E-02,6.20E-02,4.99E-02,1.50E-04
83,1.14E-02,6.09E-02,4.87E-02,1.45E-04
84,1.14E-02,5.99E-02,4.77E-02,1.42E-04
85,1.12E-02,6.01E-02,4.77E-02,1.37E-04
86,1.11E-02,6.08E-02,4.71E-02,1.30E-04
87,1.09E-02,6.09E-02,4.72E-02,1.25E-04
88,1.09E-02,5.93E-02,4.73E-02,1.21E-04
89,1.08E-02,5.88E-02,4.59E-02,1.17E-04
90,1.06E-02,5.87E-02,4.55E-02,1.10E-04
91,1.04E-02,5.87E-02,4.54E-02,1.04E-04
92,1.02E-02,5.84E-02,4.53E-02,9.84E-05
93,9.97E-03,5.78E-02,4.49E-02,9.34E-05
94,9.76E-03,5.69E-02,4.41E-02,8.88E-05
95,9.53E-03,5.62E-02,4.33E-02,8.49E-05
96,9.30E-03,5.56E-02,4.26E-02,8.11E-05
97,9.08E-03,5.49E-02,4.20E-02,7.78E-05
98,8.90E-03,5.30E-02,4.14E-02,7.40E-05
99,8.73E-03,5.24E-02,3.97E-02,7.13E-05
100,8.53E-03,5.10E-02,3.90E-02,6.94E-05
101,8.21E-03,5.02E-02,3.82E-02,6.71E-05
102,7.91E-03,4.97E-02,3.73E-02,6.35E-05
103,7.77E-03,4.83E-02,3.59E-02,6.11E-05
104,7.53E-03,4.71E-02,3.47E-02,5.97E-05
105,7.27E-03,4.63E-02,3.39E-02,5.83E-05
106,7.01E-03,4.57E-02,3.33E-02,5.68E-05
107,6.90E-03,4.46E-02,3.23E-02,5.69E-05
108,6.72E-03,4.37E-02,3.17E-02,5.82E-05
109,6.53E-03,4.33E-02,3.13E-02,5.81E-05
110,6.44E-03,4.25E-02,3.08E-02,5.87E-05
111,6.28E-03,4.22E-02,3.06E-02,5.87E-05
112,6.13E-03,4.19E-02,3.05E-02,5.72E-05
113,6.09E-03,4.11E-02,2.99E-02,5.66E-05
114,5.96E-03,4.08E-02,2.96E-02,5.54E-05
115,5.90E-03,4.05E-02,2.92E-02,5.46E-05
116,5.82E-03,4.03E-02,2.88E-02,5.39E-05
117,5.73E-03,4.02E-02,2.84E-02,5.34E-05
118,5.63E-03,4.03E-02,2.81E-02,5.29E-05
119,5.54E-03,4.03E-02,2.78E-02,5.23E-05
120,5.46E-03,4.02E-02,2.74E-02,5.22E-05
121,5.39E-03,3.98E-02,2.71E-02,5.24E-05
122,5.30E-03,3.92E-02,2.66E-02,5.26E-05
123,5.21E-03,3.86E-02,2.61E-02,5.37E-05
124,5.04E-03,3.85E-02,2.59E-02,5.30E-05
125,4.98E-03,3.79E-02,2.53E-02,5.31E-05
126,4.87E-03,3.75E-02,2.49E-02,5.35E-05
127,4.77E-03,3.71E-02,2.46E-02,5.33E-05
128,4.69E-03,3.68E-02,2.44E-02,5.26E-05
129,4.62E-03,3.66E-02,2.42E-02,5.21E-05
130,4.56E-03,3.64E-02,2.40E-02,5.16E-05
131,4.51E-03,3.61E-02,2.39E-02,5.10E-05
132,4.46E-03,3.59E-02,2.38E-02,5.13E-05
133,4.41E-03,3.57E-02,2.37E-02,5.09E-05
134,4.42E-03,3.49E-02,2.33E-02,5.06E-05
135,4.35E-03,3.47E-02,2.31E-02,5.02E-05
136,4.34E-03,3.44E-02,2.27E-02,4.97E-05
137,4.32E-03,3.40E-02,2.22E-02,4.96E-05
138,4.28E-03,3.37E-02,2.18E-02,4.96E-05
139,4.24E-03,3.35E-02,2.15E-02,4.94E-05
140,4.20E-03,3.34E-02,2.12E-02,4.94E-05
141,4.16E-03,3.32E-02,2.10E-02,4.96E-05
142,4.13E-03,3.29E-02,2.07E-02,4.98E-05
143,4.09E-03,3.25E-02,2.04E-02,4.98E-05
144,4.04E-03,3.21E-02,2.02E-02,4.98E-05
145,3.98E-03,3.17E-02,1.99E-02,4.95E-05
146,3.92E-03,3.12E-02,1.97E-02,4.87E-05
147,3.84E-03,3.12E-02,1.93E-02,4.82E-05
148,3.80E-03,3.07E-02,1.91E-02,4.75E-05
149,3.75E-03,3.06E-02,1.88E-02,4.70E-05
150,3.71E-03,3.01E-02,1.85E-02,4.65E-05
151,3.67E-03,2.96E-02,1.84E-02,4.56E-05
152,3.61E-03,2.96E-02,1.81E-02,4.51E-05
153,3.56E-03,2.92E-02,1.79E-02,4.50E-05
154,3.50E-03,2.90E-02,1.77E-02,4.48E-05
155,3.47E-03,2.83E-02,1.76E-02,4.48E-05
156,3.42E-03,2.81E-02,1.74E-02,4.42E-05
157,3.37E-03,2.80E-02,1.72E-02,4.35E-05
158,3.33E-03,2.78E-02,1.71E-02,4.30E-05
159,3.30E-03,2.75E-02,1.68E-02,4.21E-05
160,3.27E-03,2.72E-02,1.66E-02,4.10E-05
161,3.25E-03,2.70E-02,1.64E-02,3.99E-05
162,3.20E-03,2.68E-02,1.66E-02,3.92E-05
163,3.16E-03,2.66E-02,1.63E-02,3.85E-05
164,3.11E-03,2.63E-02,1.62E-02,3.77E-05
165,3.06E-03,2.60E-02,1.62E-02,3.64E-05
166,3.01E-03,2.56E-02,1.61E-02,3.55E-05
167,2.96E-03,2.53E-02,1.59E-02,3.45E-05
168,2.90E-03,2.48E-02,1.57E-02,3.37E-05
169,2.84E-03,2.42E-02,1.55E-02,3.28E-05
170,2.79E-03,2.36E-02,1.52E-02,3.20E-05
171,2.74E-03,2.31E-02,1.50E-02,3.12E-05
172,2.70E-03,2.26E-02,1.48E-02,3.05E-05
173,2.66E-03,2.21E-02,1.45E-02,2.97E-05
174,2.62E-03,2.18E-02,1.43E-02,2.88E-05
175,2.58E-03,2.14E-02,1.41E-02,2.78E-05
176,2.55E-03,2.10E-02,1.40E-02,2.72E-05
