# y+ ()       
# Time        	patch         	min           	max           	average       
420           	nozzle_int	2.178026e+00	4.693683e+02	4.817346e+01
420           	nozzle_ext	1.736203e-03	6.085335e+01	5.687290e-01
420           	collector_int	7.008032e+00	1.636422e+02	8.536938e+01
420           	collector_ext	4.919668e-02	5.483556e+01	6.002211e+00
420           	diffuser_int	1.534526e+00	1.406560e+02	5.941679e+01
420           	diffuser_ext	5.493871e-03	7.787878e+01	3.797027e+00
430           	nozzle_int	2.196954e+00	4.693682e+02	4.817382e+01
430           	nozzle_ext	2.534896e-04	6.085849e+01	5.697354e-01
430           	collector_int	7.083624e+00	1.638921e+02	8.543422e+01
430           	collector_ext	5.618179e-02	5.482989e+01	6.001585e+00
430           	diffuser_int	1.882010e+00	1.405308e+02	5.955148e+01
430           	diffuser_ext	2.039455e-03	7.789958e+01	3.790223e+00
440           	nozzle_int	2.216102e+00	4.693683e+02	4.817411e+01
440           	nozzle_ext	1.116498e-03	6.085235e+01	5.705693e-01
440           	collector_int	7.150241e+00	1.640993e+02	8.549305e+01
440           	collector_ext	1.590153e-02	5.482904e+01	6.000239e+00
440           	diffuser_int	1.528082e+00	1.404171e+02	5.967811e+01
440           	diffuser_ext	1.700480e-03	7.792032e+01	3.783787e+00
450           	nozzle_int	2.235925e+00	4.693686e+02	4.817425e+01
450           	nozzle_ext	1.061605e-03	6.086172e+01	5.712905e-01
450           	collector_int	7.202931e+00	1.642942e+02	8.554798e+01
450           	collector_ext	7.698158e-03	5.483086e+01	5.996447e+00
450           	diffuser_int	1.533478e+00	1.403128e+02	5.979790e+01
450           	diffuser_ext	1.958263e-02	7.794206e+01	3.777102e+00
460           	nozzle_int	2.255726e+00	4.693685e+02	4.817434e+01
460           	nozzle_ext	1.468776e-03	6.087833e+01	5.722062e-01
460           	collector_int	7.242712e+00	1.644663e+02	8.559950e+01
460           	collector_ext	4.373275e-02	5.483348e+01	5.991279e+00
460           	diffuser_int	1.835946e+00	1.402208e+02	5.990929e+01
460           	diffuser_ext	5.514168e-03	7.796282e+01	3.769667e+00
470           	nozzle_int	2.275631e+00	4.693684e+02	4.817438e+01
470           	nozzle_ext	7.279858e-04	6.089290e+01	5.730708e-01
470           	collector_int	7.278517e+00	1.646177e+02	8.564789e+01
470           	collector_ext	2.270787e-02	5.483525e+01	5.985880e+00
470           	diffuser_int	2.031499e+00	1.401415e+02	6.001414e+01
470           	diffuser_ext	6.043325e-03	7.798199e+01	3.762281e+00
480           	nozzle_int	2.295969e+00	4.693682e+02	4.817439e+01
480           	nozzle_ext	7.128028e-04	6.090744e+01	5.738562e-01
480           	collector_int	7.313350e+00	1.647572e+02	8.569321e+01
480           	collector_ext	3.557463e-02	5.483605e+01	5.981803e+00
480           	diffuser_int	1.658369e+00	1.400639e+02	6.011315e+01
480           	diffuser_ext	1.375202e-02	7.799972e+01	3.755561e+00
490           	nozzle_int	2.316332e+00	4.693680e+02	4.817439e+01
490           	nozzle_ext	5.558993e-04	6.092191e+01	5.745671e-01
490           	collector_int	7.345924e+00	1.648839e+02	8.573587e+01
490           	collector_ext	1.901189e-02	5.483777e+01	5.979216e+00
490           	diffuser_int	1.425590e+00	1.399935e+02	6.020675e+01
490           	diffuser_ext	5.979801e-03	7.801535e+01	3.749446e+00
500           	nozzle_int	2.336925e+00	4.693678e+02	4.817441e+01
500           	nozzle_ext	5.879797e-04	6.093558e+01	5.753425e-01
500           	collector_int	7.373448e+00	1.649926e+02	8.577529e+01
500           	collector_ext	2.054501e-02	5.484099e+01	5.978235e+00
500           	diffuser_int	1.557908e+00	1.399344e+02	6.029439e+01
500           	diffuser_ext	5.401448e-03	7.803029e+01	3.744280e+00
510           	nozzle_int	2.358007e+00	4.693678e+02	4.817441e+01
510           	nozzle_ext	7.000894e-04	6.094946e+01	5.761612e-01
510           	collector_int	7.394588e+00	1.650904e+02	8.581068e+01
510           	collector_ext	1.241762e-02	5.484586e+01	5.978201e+00
510           	diffuser_int	1.804372e+00	1.398839e+02	6.037642e+01
510           	diffuser_ext	1.136916e-02	7.804543e+01	3.740095e+00
520           	nozzle_int	2.379352e+00	4.693678e+02	4.817443e+01
520           	nozzle_ext	1.104594e-03	6.096493e+01	5.769575e-01
520           	collector_int	7.410275e+00	1.651803e+02	8.584272e+01
520           	collector_ext	9.780214e-03	5.485164e+01	5.980161e+00
520           	diffuser_int	1.851101e+00	1.398386e+02	6.045326e+01
520           	diffuser_ext	4.323512e-03	7.806104e+01	3.736423e+00
530           	nozzle_int	2.401004e+00	4.693679e+02	4.817446e+01
530           	nozzle_ext	2.320772e-04	6.098235e+01	5.777761e-01
530           	collector_int	7.422796e+00	1.652626e+02	8.587237e+01
530           	collector_ext	1.038573e-02	5.485752e+01	5.981421e+00
530           	diffuser_int	1.636311e+00	1.397951e+02	6.052491e+01
530           	diffuser_ext	6.376315e-03	7.807587e+01	3.733083e+00
540           	nozzle_int	2.423068e+00	4.693680e+02	4.817449e+01
540           	nozzle_ext	8.062281e-04	6.099935e+01	5.785862e-01
540           	collector_int	7.434666e+00	1.653372e+02	8.589953e+01
540           	collector_ext	5.090754e-02	5.486325e+01	5.982013e+00
540           	diffuser_int	1.440922e+00	1.397533e+02	6.059118e+01
540           	diffuser_ext	7.402308e-03	7.808954e+01	3.729866e+00
550           	nozzle_int	2.445416e+00	4.693681e+02	4.817452e+01
550           	nozzle_ext	1.687917e-04	6.101593e+01	5.794292e-01
550           	collector_int	7.447605e+00	1.654094e+02	8.592425e+01
550           	collector_ext	4.015864e-02	5.486812e+01	5.982236e+00
550           	diffuser_int	1.279031e+00	1.397128e+02	6.065246e+01
550           	diffuser_ext	2.714667e-03	7.810170e+01	3.727147e+00
560           	nozzle_int	2.468116e+00	4.693682e+02	4.817455e+01
560           	nozzle_ext	1.908945e-03	6.103207e+01	5.802860e-01
560           	collector_int	7.461996e+00	1.654797e+02	8.594710e+01
560           	collector_ext	1.685281e-02	5.487199e+01	5.981813e+00
560           	diffuser_int	1.184730e+00	1.396731e+02	6.070892e+01
560           	diffuser_ext	7.259590e-03	7.811220e+01	3.724368e+00
570           	nozzle_int	2.491183e+00	4.693683e+02	4.817457e+01
570           	nozzle_ext	9.011254e-04	6.104778e+01	5.811196e-01
570           	collector_int	7.477485e+00	1.655470e+02	8.596826e+01
570           	collector_ext	2.798414e-02	5.487520e+01	5.981664e+00
570           	diffuser_int	1.154219e+00	1.396338e+02	6.076054e+01
570           	diffuser_ext	1.557930e-02	7.812129e+01	3.722034e+00
580           	nozzle_int	2.514563e+00	4.693684e+02	4.817459e+01
580           	nozzle_ext	1.008669e-03	6.106310e+01	5.820204e-01
580           	collector_int	7.493639e+00	1.656109e+02	8.598781e+01
580           	collector_ext	1.485906e-02	5.487778e+01	5.980843e+00
580           	diffuser_int	1.162067e+00	1.395953e+02	6.080747e+01
580           	diffuser_ext	1.585357e-02	7.812932e+01	3.720169e+00
590           	nozzle_int	2.538297e+00	4.693684e+02	4.817461e+01
590           	nozzle_ext	6.473062e-04	6.107801e+01	5.829830e-01
590           	collector_int	7.510064e+00	1.656721e+02	8.600604e+01
590           	collector_ext	2.111131e-02	5.487939e+01	5.980594e+00
590           	diffuser_int	1.193113e+00	1.395567e+02	6.085005e+01
590           	diffuser_ext	2.191584e-03	7.813648e+01	3.718806e+00
600           	nozzle_int	2.562403e+00	4.693684e+02	4.817463e+01
600           	nozzle_ext	3.748426e-04	6.109253e+01	5.840144e-01
600           	collector_int	7.526305e+00	1.657307e+02	8.602324e+01
600           	collector_ext	3.604074e-02	5.488001e+01	5.980148e+00
600           	diffuser_int	1.233546e+00	1.395178e+02	6.088849e+01
600           	diffuser_ext	8.923089e-03	7.814281e+01	3.717650e+00
610           	nozzle_int	2.586846e+00	4.693683e+02	4.817466e+01
610           	nozzle_ext	3.843591e-04	6.110668e+01	5.850997e-01
610           	collector_int	7.541924e+00	1.657870e+02	8.603961e+01
610           	collector_ext	2.126126e-02	5.487974e+01	5.979656e+00
610           	diffuser_int	1.283978e+00	1.394796e+02	6.092297e+01
610           	diffuser_ext	4.424000e-03	7.814840e+01	3.716562e+00
620           	nozzle_int	2.611653e+00	4.693684e+02	4.817468e+01
620           	nozzle_ext	8.412600e-04	6.112048e+01	5.862559e-01
620           	collector_int	7.556627e+00	1.658417e+02	8.605539e+01
620           	collector_ext	2.464243e-02	5.487888e+01	5.978892e+00
620           	diffuser_int	1.343342e+00	1.394426e+02	6.095380e+01
620           	diffuser_ext	7.407105e-03	7.815321e+01	3.715553e+00
630           	nozzle_int	2.636838e+00	4.693684e+02	4.817470e+01
630           	nozzle_ext	6.950649e-04	6.113397e+01	5.874361e-01
